image_name,prdtypecode
image_1293365572_product_4104750156.jpg,40
image_1280392342_product_4044817140.jpg,1920
image_1190253012_product_2832752235.jpg,2583
image_1194537163_product_3149281609.jpg,50
image_1138907659_product_873435157.jpg,2583
image_1288891838_product_4086012947.jpg,1280
image_1248863644_product_3817906799.jpg,2522
image_883950931_product_128983901.jpg,50
image_1256921342_product_3875023279.jpg,2060
image_1237283359_product_3716328259.jpg,2060
image_1283953764_product_4063209293.jpg,1280
image_867017708_product_109722620.jpg,1280
image_1289773956_product_4089721246.jpg,2060
image_1128331212_product_278533940.jpg,2705
image_1158120727_product_2695197354.jpg,2583
image_1219598066_product_3527612757.jpg,1300
image_1301526723_product_4151263478.jpg,1560
image_1077614852_product_1376271948.jpg,2705
image_469200530_product_50571765.jpg,2280
image_1251073346_product_3837506906.jpg,1560
image_1265214674_product_3929900526.jpg,2583
image_1101593171_product_1775224891.jpg,1160
image_1275071690_product_4003840447.jpg,1920
image_509043648_product_52370050.jpg,1300
image_684348064_product_57150024.jpg,1160
image_1204249145_product_3287289604.jpg,1281
image_1216404223_product_3397499315.jpg,1320
image_1248838417_product_3817897828.jpg,2522
image_868994208_product_112658897.jpg,2280
image_836322607_product_70949111.jpg,2280
image_1249535534_product_3819982798.jpg,2583
image_1309989948_product_4181946392.jpg,1300
image_1157727227_product_2688978134.jpg,2403
image_1276225920_product_4012179290.jpg,1300
image_1098685633_product_1692178656.jpg,2462
image_1279078074_product_4037091122.jpg,1920
image_436947892_product_50048695.jpg,1160
image_1261171547_product_3898707188.jpg,2583
image_1127347950_product_2121747402.jpg,2583
image_856772212_product_90396847.jpg,2522
image_1129254026_product_2165175435.jpg,2705
image_947206925_product_209370105.jpg,1320
image_1124058223_product_2064315232.jpg,1302
image_1296849522_product_4132330589.jpg,10
image_1249533894_product_3819978073.jpg,2583
image_1254576212_product_3863212856.jpg,2582
image_1295933414_product_4127722489.jpg,1920
image_1255766327_product_3871291150.jpg,1560
image_675150507_product_1472811.jpg,40
image_1273470867_product_3992734317.jpg,1920
image_1258320945_product_3881732965.jpg,2522
image_1072689365_product_1308146442.jpg,2403
image_1323313776_product_4231806212.jpg,1920
image_1261419198_product_3898725495.jpg,1301
image_1000076039_product_580161.jpg,10
image_1283036881_product_261622.jpg,10
image_1253356415_product_3856250575.jpg,2060
image_1120576407_product_2014631311.jpg,1920
image_1163731050_product_524421088.jpg,2705
image_1310294075_product_4182232271.jpg,1560
image_1205825889_product_3312189799.jpg,2583
image_1155781599_product_2660100415.jpg,2583
image_1208976070_product_3366179456.jpg,2582
image_1260706203_product_3890882789.jpg,1300
image_1273362140_product_3992569790.jpg,1920
image_1324015046_product_4235887913.jpg,1302
image_1316160872_product_4200875606.jpg,60
image_1282844409_product_4057527716.jpg,1560
image_1211397493_product_3397443643.jpg,2585
image_1277588675_product_4023548272.jpg,1560
image_1301523689_product_4150996318.jpg,1300
image_1314512168_product_4202303891.jpg,2585
image_836094468_product_66222263.jpg,1140
image_1151689349_product_2587938353.jpg,1300
image_1026367747_product_562802291.jpg,2522
image_981977678_product_285422950.jpg,1281
image_1252659198_product_3850036053.jpg,1280
image_1258618665_product_3886016081.jpg,2582
image_51662530_product_853894.jpg,40
image_1288903575_product_4085872509.jpg,2403
image_1248853447_product_3817904640.jpg,2522
image_1146256433_product_2514717165.jpg,2280
image_1060059699_product_1095145160.jpg,2403
image_1100077279_product_1711732964.jpg,2905
image_1213821882_product_3449765212.jpg,1160
image_890156155_product_136255802.jpg,1301
image_1287889972_product_4079552105.jpg,1320
image_1232814558_product_3669572789.jpg,2403
image_973033458_product_267430963.jpg,1140
image_1307831027_product_4172828367.jpg,1300
image_1141637255_product_2439254489.jpg,1302
image_1324230157_product_4236298728.jpg,1302
image_1192175610_product_3120179903.jpg,2583
image_1009496635_product_441641091.jpg,2522
image_1114344167_product_1932151856.jpg,2403
image_1316258822_product_4200881171.jpg,60
image_946557204_product_205560139.jpg,10
image_1245645557_product_3793573976.jpg,2582
image_1283697046_product_4061598994.jpg,2582
image_1308726535_product_4177820511.jpg,1560
image_1074825863_product_1337246472.jpg,1140
image_1308761879_product_4177785675.jpg,1560
image_1275566677_product_4006495393.jpg,1281
image_1254926754_product_3866824450.jpg,1920
image_1164384018_product_2783482884.jpg,2522
image_1275412540_product_4004193752.jpg,1920
image_1083704116_product_1488284489.jpg,1160
image_1267924678_product_3944535637.jpg,2060
image_1279919116_product_4039246488.jpg,2583
image_862633646_product_102356858.jpg,2522
image_1111758447_product_1914804803.jpg,1320
image_1282776761_product_4058945450.jpg,1300
image_921380089_product_168729486.jpg,2583
image_1249535485_product_3819982772.jpg,2583
image_1008106880_product_435917708.jpg,2280
image_1249534108_product_3819978148.jpg,2583
image_1313629697_product_4183696764.jpg,2220
image_1263008347_product_3913253844.jpg,1320
image_1308910378_product_1389681722.jpg,2705
image_1272746736_product_3990163204.jpg,2060
image_1186950504_product_3040165356.jpg,2462
image_906116739_product_51212297.jpg,2280
image_921249655_product_168344976.jpg,2583
image_987439078_product_294323290.jpg,1280
image_1251592673_product_3844081420.jpg,2583
image_1289984514_product_4090784667.jpg,1320
image_1215497446_product_3470042378.jpg,1281
image_1215486554_product_3470037518.jpg,1280
image_1299536678_product_4141674879.jpg,40
image_1079769462_product_1433340196.jpg,1280
image_1268468591_product_3951008445.jpg,1300
image_1294867796_product_4124382470.jpg,10
image_1266504695_product_3938616828.jpg,1560
image_1312052000_product_4189103002.jpg,2060
image_1311500237_product_4187459181.jpg,2220
image_1096608932_product_1657064547.jpg,2585
image_1192482558_product_3128693681.jpg,2060
image_1325110167_product_4240397804.jpg,50
image_1242186524_product_3762890807.jpg,2582
image_1253519639_product_3857173154.jpg,2583
image_1192175602_product_3120179856.jpg,2583
image_1104324888_product_1842307939.jpg,2060
image_955658863_product_220267350.jpg,40
image_1225683213_product_3586643608.jpg,1140
image_1294185147_product_4122553200.jpg,1300
image_1201829345_product_3249401441.jpg,1280
image_1301391405_product_4150985084.jpg,1920
image_1252574223_product_3850026222.jpg,1300
image_1243417369_product_3773721822.jpg,2585
image_1133288960_product_2246672559.jpg,2403
image_1270372881_product_3971616496.jpg,2220
image_1095049953_product_1631551337.jpg,2220
image_1275625144_product_4006502055.jpg,1281
image_1265216601_product_3929900623.jpg,2583
image_1266912069_product_3940235846.jpg,1300
image_1303683671_product_4159315947.jpg,2522
image_1277529536_product_4019812525.jpg,1300
image_1328577156_product_4250645341.jpg,1280
image_1099707252_product_1706100283.jpg,1140
image_1210294292_product_3387207062.jpg,2705
image_987609443_product_294388136.jpg,1140
image_1303680745_product_4159315440.jpg,2522
image_1240995076_product_3751056529.jpg,2462
image_1166399320_product_2815711479.jpg,1281
image_1273672404_product_3992774113.jpg,1920
image_862537855_product_102358907.jpg,2522
image_976095577_product_275314968.jpg,1140
image_1276026925_product_4010224463.jpg,1302
image_875804149_product_94111818.jpg,10
image_978673830_product_279975768.jpg,2280
image_940396889_product_203830713.jpg,2403
image_1316117316_product_4200871264.jpg,60
image_1279124905_product_4037094203.jpg,1920
image_1308114245_product_4174407386.jpg,1560
image_949321021_product_212253872.jpg,2583
image_1255758370_product_3871050289.jpg,1920
image_1009253485_product_440552650.jpg,2280
image_1260375858_product_3893204642.jpg,1300
image_1113098106_product_1832987245.jpg,1320
image_1287905237_product_4079552510.jpg,1320
image_1043840784_product_853456152.jpg,2583
image_1204440632_product_3289850219.jpg,2403
image_988853620_product_295973057.jpg,10
image_1310795284_product_4182277154.jpg,1560
image_1220255546_product_3534268584.jpg,2522
image_1278873622_product_4003693199.jpg,2462
image_893774492_product_141666911.jpg,1140
image_1008716909_product_439166225.jpg,10
image_1211698716_product_3407756115.jpg,2403
image_1309984020_product_4181945943.jpg,1300
image_1278033195_product_4029127976.jpg,1320
image_1240241973_product_3745176750.jpg,1280
image_846073474_product_75188936.jpg,1140
image_1048522910_product_942607934.jpg,2522
image_1174750030_product_2755824667.jpg,2582
image_1238298845_product_3727588027.jpg,1300
image_1134779238_product_2286683805.jpg,1281
image_1312694565_product_4195680042.jpg,2060
image_1305524791_product_4165984010.jpg,1300
image_1062167158_product_143687848.jpg,10
image_1003703706_product_397061971.jpg,1281
image_1264909379_product_3928057853.jpg,2582
image_1082357413_product_1466897199.jpg,1940
image_1283885812_product_4061624475.jpg,2582
image_1257987284_product_3877955658.jpg,1140
image_981950944_product_285391687.jpg,1140
image_1237277234_product_3716305723.jpg,1300
image_1275750864_product_4008293827.jpg,2060
image_1302785285_product_4156529947.jpg,1560
image_915095246_product_159602272.jpg,2585
image_1007590807_product_435069606.jpg,2280
image_1325242825_product_4240794529.jpg,50
image_1117240202_product_1968846561.jpg,2403
image_1231226435_product_3646506714.jpg,2403
image_1116558805_product_1962187547.jpg,1140
image_1324056502_product_4236041495.jpg,1302
image_1273191503_product_3992529804.jpg,1920
image_933235320_product_190093955.jpg,40
image_1307786151_product_4105613978.jpg,40
image_1304042730_product_4160927319.jpg,2522
image_1262277319_product_3906573021.jpg,50
image_1265493836_product_3931445098.jpg,1560
image_1112667143_product_1920200544.jpg,2583
image_1300060210_product_4144868039.jpg,1300
image_1189474546_product_3076709617.jpg,1160
image_1299733567_product_4143441973.jpg,2585
image_1255067608_product_3867156936.jpg,2585
image_1246379557_product_3798822390.jpg,2220
image_1127541763_product_2063910503.jpg,10
image_1074169757_product_1328361132.jpg,50
image_1254897117_product_3866912396.jpg,1560
image_1042569034_product_81514489.jpg,2280
image_896416082_product_64574612.jpg,2280
image_1306587389_product_4168873908.jpg,1560
image_1027296503_product_315555429.jpg,2280
image_1318532260_product_4215221897.jpg,1280
image_1189026435_product_3076601192.jpg,2403
image_1275454721_product_4006484802.jpg,1281
image_1150288994_product_2572664424.jpg,1940
image_308334760_product_6967496.jpg,1160
image_1248390762_product_3814898009.jpg,1560
image_1301521917_product_4150996025.jpg,1300
image_1239355524_product_3737242085.jpg,1920
image_1013129250_product_462402789.jpg,1160
image_971423146_product_262159250.jpg,2522
image_1152576528_product_2608616573.jpg,2462
image_1192148749_product_3122641017.jpg,1320
image_1282040067_product_4054251826.jpg,1920
image_1127576006_product_2126259487.jpg,1560
image_1307747694_product_4172813019.jpg,1302
image_1307834831_product_4172828800.jpg,1300
image_1009289107_product_440640859.jpg,2280
image_1321016395_product_4221663647.jpg,2582
image_1267010205_product_295788290.jpg,2705
image_930076262_product_183979362.jpg,2403
image_1275572551_product_4006496997.jpg,1281
image_1304339229_product_1043674345.jpg,10
image_1250684461_product_3834851464.jpg,2060
image_1254492326_product_3861763036.jpg,2060
image_1269068835_product_3955091608.jpg,2060
image_1243235383_product_3770951051.jpg,2280
image_1168039600_product_2850101037.jpg,2403
image_1276359833_product_4012869320.jpg,1300
image_1292014804_product_4105723231.jpg,1300
image_1309655943_product_4179727044.jpg,2585
image_1316325761_product_4209031235.jpg,1920
image_1313873014_product_4200413922.jpg,2585
image_1317741626_product_4213436752.jpg,2060
image_1228075523_product_2886589349.jpg,2583
image_1313138371_product_4197490624.jpg,1560
image_1260718069_product_3893272312.jpg,1140
image_1265224262_product_3929899793.jpg,2583
image_1010270740_product_445525369.jpg,40
image_1038311488_product_748798039.jpg,10
image_1174586417_product_2940638702.jpg,2583
image_1146403919_product_254414928.jpg,1280
image_1035779347_product_691859886.jpg,2705
image_1026617624_product_567679301.jpg,50
image_987536730_product_294337046.jpg,1140
image_939214233_product_201684799.jpg,40
image_1201813360_product_3228880610.jpg,1280
image_987825305_product_294697980.jpg,1140
image_1209157203_product_3366054807.jpg,50
image_1190256187_product_1876686106.jpg,2582
image_1298000605_product_4137778706.jpg,2220
image_1026367263_product_562802130.jpg,2522
image_1027323287_product_570708381.jpg,2280
image_1299283057_product_4141675770.jpg,50
image_1316999809_product_4211506097.jpg,2585
image_1225862046_product_2287009726.jpg,2582
image_1200873248_product_2553210873.jpg,2582
image_1155221058_product_2638944193.jpg,1280
image_1311415480_product_4187118706.jpg,1300
image_1055434465_product_1059998663.jpg,2582
image_1295960610_product_4128438414.jpg,2583
image_1027363803_product_570732700.jpg,2280
image_1265222114_product_3929898822.jpg,2583
image_1194051165_product_3146953314.jpg,1281
image_1005828369_product_418197027.jpg,1300
image_1304173097_product_4160987185.jpg,2522
image_1268741193_product_3913588624.jpg,2583
image_1292387661_product_4108907787.jpg,1560
image_846090150_product_75204097.jpg,40
image_711427470_product_58975892.jpg,50
image_1052190003_product_983389302.jpg,2583
image_1314461525_product_4202303155.jpg,2585
image_1079155958_product_1414869589.jpg,2583
image_859095202_product_94066433.jpg,2280
image_1205955816_product_3314975310.jpg,2403
image_1295451889_product_830324073.jpg,10
image_1227053910_product_3545848950.jpg,2705
image_1061237083_product_278583243.jpg,2705
image_1191666530_product_3112353532.jpg,1300
image_970338088_product_258776003.jpg,2280
image_1007649200_product_435125475.jpg,2280
image_710026186_product_58859142.jpg,2280
image_1258847150_product_3887560723.jpg,1920
image_1242294988_product_3764165519.jpg,2403
image_1267522723_product_3943296099.jpg,2583
image_1104486937_product_1834933204.jpg,2585
image_968831698_product_255257554.jpg,1180
image_1106019766_product_1859918370.jpg,2705
image_1277718943_product_4023030686.jpg,2060
image_1310074577_product_4182216988.jpg,1560
image_1126227546_product_2091895139.jpg,2705
image_1310878065_product_4184608851.jpg,50
image_1316228016_product_4200879400.jpg,60
image_1317820085_product_4186261787.jpg,1280
image_1277611200_product_4023549901.jpg,1560
image_1156971825_product_2679537659.jpg,2583
image_1174592525_product_2940640338.jpg,2583
image_881876850_product_88056023.jpg,2280
image_1262345107_product_3906639400.jpg,2585
image_1275455712_product_4006484988.jpg,1281
image_846455793_product_68496367.jpg,10
image_1026967688_product_569601902.jpg,2280
image_1282859499_product_4057529790.jpg,1560
image_1282174302_product_4055589326.jpg,2585
image_1320389988_product_4224252675.jpg,1920
image_1324257002_product_4235886844.jpg,2220
image_1216298756_product_3479934811.jpg,1920
image_1253343804_product_3856415888.jpg,2582
image_1251655757_product_3844523510.jpg,2403
image_1252237340_product_3848177470.jpg,2060
image_1193581179_product_3146761449.jpg,1302
image_1257675115_product_3882288842.jpg,2403
image_1247440871_product_3810184744.jpg,2705
image_1075758524_product_1352146017.jpg,2583
image_1068362384_product_1186916236.jpg,1280
image_1289672058_product_4087662719.jpg,2060
image_1198112256_product_278411962.jpg,2705
image_1026617867_product_567679257.jpg,50
image_916824168_product_160284580.jpg,40
image_37638130_product_1757452.jpg,40
image_973607432_product_269653892.jpg,2583
image_1304069196_product_4160931615.jpg,2522
image_1237573244_product_3721535025.jpg,1320
image_1133844344_product_2266973553.jpg,2585
image_1132676989_product_2230073326.jpg,2403
image_1318106444_product_618925700.jpg,1281
image_1055627514_product_758279037.jpg,1302
image_1243386445_product_3773727365.jpg,2582
image_1188462862_product_3065095692.jpg,2583
image_1323873027_product_4231423442.jpg,1280
image_1207477844_product_3334311440.jpg,1160
image_1302475420_product_4155417188.jpg,2522
image_1304033069_product_4160809595.jpg,1300
image_1188546157_product_3067343427.jpg,1140
image_291755325_product_8015908.jpg,2280
image_1306906679_product_4168961940.jpg,1560
image_1254191962_product_3860640509.jpg,2583
image_1283966539_product_4061637499.jpg,2582
image_1167374324_product_2833665322.jpg,1302
image_1311212553_product_4186471693.jpg,1300
image_1135898639_product_2314970178.jpg,2462
image_1276026223_product_4010224422.jpg,1302
image_894972867_product_67425128.jpg,10
image_1026054865_product_559361802.jpg,2522
image_996306216_product_305754060.jpg,1320
image_1287646229_product_4077039129.jpg,2060
image_1122251390_product_278527230.jpg,2705
image_1146383350_product_1490035858.jpg,1302
image_1145965298_product_2502177560.jpg,1160
image_1283322804_product_4061149860.jpg,1320
image_1086208170_product_1508857708.jpg,1320
image_1127692227_product_2129065455.jpg,2462
image_1199834142_product_3236687278.jpg,2403
image_878824957_product_99480060.jpg,1160
image_1116235166_product_1955604317.jpg,2403
image_1174592493_product_2940640331.jpg,2583
image_1304907125_product_4164132452.jpg,1280
image_1259377014_product_3887634286.jpg,1920
image_987323220_product_294087937.jpg,2462
image_1271267688_product_3976955414.jpg,1560
image_1172181109_product_2906627496.jpg,1280
image_977983753_product_278570753.jpg,2705
image_1285875884_product_4017685510.jpg,1300
image_1304024065_product_4160808409.jpg,1300
image_1092257465_product_1580087665.jpg,2585
image_1041682276_product_831980345.jpg,2583
image_1235318936_product_807026257.jpg,2705
image_1306527373_product_4167074163.jpg,2522
image_1027132515_product_569945959.jpg,2280
image_1250268262_product_3831364233.jpg,2583
image_1278198314_product_4030618302.jpg,1560
image_1318330197_product_2357605004.jpg,1280
image_1249535134_product_3819981972.jpg,2583
image_1100083529_product_1711734886.jpg,2905
image_987173917_product_293870905.jpg,1280
image_895376852_product_85599856.jpg,10
image_1274157383_product_3997814041.jpg,2060
image_903979118_product_148595254.jpg,1320
image_1099124709_product_1700125673.jpg,2462
image_1324012975_product_4235887816.jpg,1302
image_1027174513_product_569982290.jpg,2280
image_1264522990_product_3925921223.jpg,1560
image_995294584_product_303484359.jpg,2403
image_1027242426_product_570621724.jpg,2280
image_1305185189_product_144040625.jpg,10
image_1213989599_product_3456873986.jpg,2583
image_883130304_product_91214098.jpg,10
image_1309468072_product_4180297067.jpg,2462
image_1324020166_product_4235888282.jpg,1302
image_1301282892_product_4142208987.jpg,1560
image_1268542206_product_1173250264.jpg,2705
image_993340082_product_300689972.jpg,2585
image_1309112137_product_4179667650.jpg,1300
image_1283591057_product_4061482602.jpg,1320
image_711074499_product_58940520.jpg,2280
image_1176097568_product_2954028617.jpg,1560
image_1179814609_product_210473466.jpg,2522
image_1015522901_product_484936141.jpg,2583
image_987490446_product_294301258.jpg,1140
image_1258320889_product_3883423801.jpg,1280
image_1209410885_product_3377003174.jpg,2522
image_1165913077_product_2808317278.jpg,2403
image_1313416974_product_4197673338.jpg,1300
image_1316943937_product_4201015140.jpg,2060
image_1134793126_product_2292391893.jpg,2522
image_1270055802_product_3967127178.jpg,2522
image_886432422_product_132291091.jpg,1160
image_1310579228_product_4182256742.jpg,1560
image_320062415_product_46698562.jpg,1160
image_1278559875_product_4035896269.jpg,2582
image_1158121476_product_2695198679.jpg,2583
image_1283927362_product_4061632989.jpg,2582
image_1289199379_product_4086228061.jpg,2060
image_971432877_product_262168576.jpg,2522
image_1284198738_product_4063441757.jpg,1920
image_1107916809_product_1869938533.jpg,2905
image_1096250607_product_1649583115.jpg,2403
image_1249535612_product_3819982829.jpg,2583
image_1043104180_product_847405813.jpg,10
image_1251438534_product_3842663058.jpg,1300
image_1314613060_product_4200686876.jpg,2060
image_1107660193_product_1869201259.jpg,2583
image_1105811573_product_1856197927.jpg,2522
image_1275701849_product_4006536015.jpg,1281
image_938393534_product_200113753.jpg,1281
image_1223431394_product_3580770807.jpg,1280
image_1027224375_product_570616723.jpg,2280
image_1159753218_product_2719066171.jpg,2585
image_1211830337_product_3404365132.jpg,1180
image_995711028_product_142223004.jpg,1160
image_1324096459_product_4236042093.jpg,1302
image_254527360_product_9016868.jpg,40
image_1317116453_product_4211506246.jpg,1280
image_1273894248_product_3995553735.jpg,1920
image_1236934990_product_3716121480.jpg,2905
image_1323293403_product_4231695325.jpg,1302
image_1313196135_product_4182719262.jpg,2060
image_1077775446_product_1382341933.jpg,2403
image_957078164_product_223680806.jpg,2403
image_1319272516_product_4214120496.jpg,2060
image_1201831627_product_3249405442.jpg,1281
image_1015000690_product_248225281.jpg,50
image_1115457600_product_1944920268.jpg,2462
image_499647025_product_5247472.jpg,2280
image_1008160758_product_436071669.jpg,2280
